"","country","crop_name","crop_id","uncertainty_indicator","odds_ratio_days_heatwave","odds_ratio_days_coldwave","odds_ratio_days_drought","odds_ratio_days_flood","odds_ratio_days_firerisk","odds_ratio_exp_area_heatwaves","odds_ratio_exp_area_coldwaves","odds_ratio_exp_area_droughts","odds_ratio_exp_area_floods","odds_ratio_exp_area_fireweatherrisk","max_likelihood_pseudo_R2","Wald_Test_p_val_days_heatwave","Wald_Test_p_val_days_coldwave","Wald_Test_p_val_days_drought","Wald_Test_p_val_days_flood","Wald_Test_p_val_days_firerisk","Wald_Test_p_val_exp_area_heatwaves","Wald_Test_p_val_exp_area_coldwaves","Wald_Test_p_val_exp_area_droughts","Wald_Test_p_val_exp_area_floods","Wald_Test_p_val_exp_area_fireweatherrisk"
"18","AT","Tobacco","I3000","0.348","0.996206059485463","0.997576977281699","0.995399544821616","1.07026368246629","0.9950120347811","1.00092048672934","0.998811503234808","1.00187352839521","0.993102973112657","1.02690389957137","0.231409060707905","0.616002853819059","0.54981421951492","0.22935813626598","0.450023155266683","0.51451392610274","0.842652661817249","0.828401786141082","0.581344443408611","0.301122630692894","0.0890411055397919"
"19","AT","Hops","I4000","0.109","1.0060657572019","1.00002073147153","0.998979071647077","0.956050677225672","0.999418537882156","0.994147856270613","1.01035468669992","1.00126484666785","1.00412183221892","0.996459341025819","0.341581705671191","0.885891602920594","0.994303364432446","0.794988896963825","0.540915430063709","0.906746324361083","0.873353568528537","0.00501427043694856","0.841740279300936","0.414715837031168","0.89307741477633"
"20","AT","Aromatic & medicinal plants","I5000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"21","AT","Green plants fodder","G0000","0.239","0.988412925276056","0.996236884318401","0.998962026298017","1.15534930566551","0.999420248286623","1.01901585055684","0.99354978334609","1.00275956358752","0.989922735491929","0.996733204334216","0.453476259272455","0.45541112711217","0.412274798666585","0.76931535099689","0.343086210704591","0.94014882628524","0.12995803036236","0.221465364621377","0.470984125910835","0.324908109592423","0.783969537126411"
"22","AT","Temporary grassland","G1000","0.239","0.989638845197816","0.99475800224349","0.997480381138376","1.28255965333566","0.999796302913973","1.01809945141411","1.00233167703413","1.00259428581931","0.981793343916409","0.992764100234262","0.569141702637214","0.326235660092049","0.241985764189432","0.469490085056416","0.112428221608251","0.97742736756586","0.0254175150195073","0.662919041036936","0.481952914613386","0.105813692373842","0.60694920876063"
"23","AT","Leguminous plants green","G2000","0.239",NA,"1","1","1","1",NA,"1","1","1","1","NaN","1","1","1","1","1","1","1","1","1","1"
"24","AT","Green maize","G3000","1","1.01196230933586","1.0035013900768","0.998220855303412","0.743629157077666","1.01734715005849","0.995238595430611","0.987805261800353","1.00368776822509","1.02001405569887","0.992768964720766","0.267826856142414","0.646604382321071","0.632955390081962","0.75309029678975","0.228291456256936","0.16192373065485","0.815399603729214","0.155803592651897","0.558325991912396","0.23473372808897","0.704919875497528"
"25","AT","Vegetables (excl. tomatoes)","V0000_S0000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"26","AT","Tomatoes","V3120","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"27","AT","Fruits","F0000 (excl. nuts)","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"28","AT","Nuts","F0810","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"29","AT","Industrial roundwood, coniferous","c_126","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"30","AT","Industrial roundwood, non-coniferous","c_127","0.857142857142857","0.998287142245013","0.997902276483307","0.999810830648976","0.967940926144148","1.00452520423496",NA,NA,NA,NA,NA,"0.0580230832125321","0.680554703420306","0.593117910858489","0.961902333242959","0.42542066848746","0.469469153743452","1","1","1","1","1"
"31","AT","Fuel wood","c_128","0.857142857142857","1.00898431325105","0.997208293874276","1.00423607243258","0.992702564076825","0.989089967252365",NA,NA,NA,NA,NA,"0.234160156285089","0.0218720325021485","0.431312041186466","0.241353717601741","0.841808558798099","0.0568844818313486","1","1","1","1","1"
"32","AT","Rice","C2001","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"33","AT","Sugar beet","R2001","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"34","AT","Leguminous plants green","G2001","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"35","AT","Rice","C2002","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"36","AT","Sugar beet","R2002","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"37","AT","Leguminous plants green","G2002","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"38","AT","Rice","C2003","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"39","AT","Sugar beet","R2003","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"40","AT","Leguminous plants green","G2003","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"41","AT","Rice","C2004","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"42","AT","Sugar beet","R2004","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"43","AT","Leguminous plants green","G2004","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"44","AT","Rice","C2005","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"45","AT","Sugar beet","R2005","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"46","AT","Leguminous plants green","G2005","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"47","AT","Rice","C2006","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"48","AT","Sugar beet","R2006","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"49","AT","Leguminous plants green","G2006","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"50","AT","Rice","C2007","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"51","AT","Sugar beet","R2007","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"52","AT","Leguminous plants green","G2007","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"53","AT","Rice","C2008","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"54","AT","Sugar beet","R2008","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"55","AT","Leguminous plants green","G2008","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"56","AT","Rice","C2009","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"57","AT","Sugar beet","R2009","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"58","AT","Leguminous plants green","G2009","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"59","AT","Rice","C2010","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"60","AT","Sugar beet","R2010","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"61","AT","Leguminous plants green","G2010","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"62","AT","Rice","C2011","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"63","AT","Sugar beet","R2011","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"64","AT","Leguminous plants green","G2011","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"65","AT","Rice","C2012","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"66","AT","Sugar beet","R2012","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"67","AT","Leguminous plants green","G2012","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"68","AT","Rice","C2013","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"69","AT","Sugar beet","R2013","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"70","AT","Leguminous plants green","G2013","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"71","AT","Rice","C2014","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"72","AT","Sugar beet","R2014","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"73","AT","Leguminous plants green","G2014","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"74","AT","Rice","C2015","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"75","AT","Sugar beet","R2015","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"76","AT","Leguminous plants green","G2015","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"77","AT","Rice","C2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"78","AT","Sugar beet","R2016","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"79","AT","Leguminous plants green","G2016","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"80","AT","Rice","C2017","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"81","AT","Sugar beet","R2017","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"82","AT","Leguminous plants green","G2017","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"83","AT","Rice","C2018","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"84","AT","Sugar beet","R2018","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"85","AT","Leguminous plants green","G2018","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"86","AT","Rice","C2019","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"87","AT","Sugar beet","R2019","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"88","AT","Leguminous plants green","G2019","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"89","AT","Rice","C2020","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"90","AT","Sugar beet","R2020","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"91","AT","Leguminous plants green","G2020","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"92","BE","Wheat & spelt","C1100","0.544807632731805","1.02674729528112","1.00504992556447","1.00182769444895","0.890569385856483","0.996751454718363",NA,"0.992650591088183","0.994233819077108","1.00976589455715","1.0000174650031","0.214016915834091","0.369351051233667","0.385363799382237","0.25040263592247","0.278634821452346","0.490729604000921","1",NA,"0.134917474411318","0.249475926376224","0.325942119436217"
"93","BE","Rye","C1200","0.194590591924134","0.990070190464349","0.99799804338935","1.00244127167688","0.977115233261226","1.00272128654056",NA,"0.998746918662384","0.993398809953269","1.00001345132365","0.997162307409757","0.284315863974231","0.638578179446492","0.633492703946596","0.0522134076579212","0.803849567553337","0.582470701650847","1",NA,"0.728040754180873","0.0866957402106052","0.998793169060474"
"94","BE","Barley","C1300","1.00148582591231","0.993397900552643","0.998654108037975","1.00279938213622","1.01791239662283","1.00314918444195",NA,"0.998709860269641","0.995813849875955","0.999142490932831","0.996599082203324","0.317418652770852","0.74925779838028","0.741670024560454","0.0158012295861269","0.795237409049894","0.308496084941778","1",NA,"0.705876343010379","0.236904404068064","0.890291224850369"
"95","BE","Oats","C1400","0.222828777474227","0.999095694083193","1.00009615175932","1.0020839009455","0.97261297620146","0.999336466097425",NA,NA,NA,NA,NA,"0.541116887435932","0.921107928064953","0.951763501443965","4.19126508400991e-07","0.0385818394662931","0.329166697112426","1","1","1","1","1"
"96","BE","Maize","C1500","0.21700089651943","1.00061603947494","1.00025777828568","0.998830461761039","1.03052701358197","1.00972914816276",NA,"0.999925034027081","1.00134978625569","0.997806019966566","0.990005549107495","0.822216668852691","0.919133674225957","0.82573495744702","0.000753487197065759","0.0414059904948797","2.29672155447422e-10","1",NA,"0.922958849482043","0.101254353816377","0.0379805307785864"
"97","BE","Sorghum","C1700","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"98","BE","Rice","C2000","0",NA,"1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"99","BE","Cereals nec","C1900","0.0702933552166938","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"100","BE","Dry pulses","P0000","0.517111295719055","1.03920557831189","0.995093674697954","0.99866616416976","1.114549606427","1.00242309833904",NA,NA,NA,NA,NA,"0.284541322423004","0.135491051004045","0.268912047789417","0.158227496365263","0.00464686466607199","0.201857852528036","1","1","1","1","1"
"101","BE","Roots & tubers","R0000","0.0871620958766615","0.995552146065663","0.999095368631461","0.999850098801931","0.994705157149681","0.999594623733098",NA,"0.999428035673439","0.999790934037271","0.999762323193563","0.999736505735893","0.0318315275677158","0.752891327420854","0.746535407549592","0.848663739606844","0.929784555990684","0.88628580026867","1",NA,"0.80878368941959","0.931595227388959","0.966605441916285"
"102","BE","Potatoes","R1000","0.99925411991137","0.977702962140062","0.995321153108368","0.997832079367079","0.993403795214386","1.00411635044549",NA,"1.00607154891593","1.00719819892471","0.995899315092819","0.989424221873393","0.181628248004219","0.430769839041566","0.406798586758342","0.205231157065062","0.952397175295158","0.607738048856511","1",NA,"0.189244458183247","0.152410076887364","0.683863705481345"
"103","BE","Sugar beet","R2000","1.00038259997052",NA,"0.994719803172991","0.993931897813339","1.27191695773772","0.988942598796394",NA,"1.00603793073354",NA,NA,"1.0154897835252","0.282092583184706","1",NA,"0.390435499750567","0.433444782486425","0.403140306873239","1","0.432052864323511","1","1",NA
"104","BE","Rape seed","I1110","1.01317814320285","1.03591319303006","0.996570951705961","0.998130616598207","1.06846128193844","1.004905502023",NA,NA,NA,NA,NA,"0.263035526407245","0.184754139624826","0.454018370173505","0.0592499884877872","0.0831283920868644","0.0158541250328429","1","1","1","1","1"
"105","BE","Sunflower seed","I1120","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"106","BE","Soy beans","I1130","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"107","BE","Fibre flax","I2100","0.21755437274217","0.998707283983161","0.99988513159202","1.00189646110765","1.08680180589517","1.00688054095028",NA,"1.00030540530855","1.00259452401546","0.99186230478725","0.991187766282887","0.616392008630821","0.923746434722204","0.965716609616333","0.0170377503388656","0.161219650794884","0.0207997033444101","1",NA,"0.892592404415005","0.272705779890359","0.145604960072064"
"108","BE","Hemp","I2200","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"109","BE","Tobacco","I3000","0.673743243243243","1.04390160988601","0.995861238369467","0.99915818457225","1.04019300421602","0.998489883530714",NA,"1.00166254805243","0.997790290144523","1.0019123941695","1.00586666590325","0.241539598086316","0.0919966658672983","0.392603569608731","0.525027058882443","0.52224292086882","0.753217398477652","1",NA,"0.614504227175434","0.517149948126671","0.676020649082806"
"110","BE","Hops","I4000","0.043","0.997711721273412","0.999544511058974","0.999954341573178","0.997072831591105","0.99964401183908",NA,"0.9997408550337","0.999808072815764","0.999879701204841","1.00015710155827","0.016652528276452","0.822693789793765","0.815891649139862","0.928902368469831","0.894233583273931","0.806543398997204","1",NA,"0.831083500202304","0.881311943808197","0.934552271945689"
"111","BE","Aromatic & medicinal plants","I5000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"112","BE","Green plants fodder","G0000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"113","BE","Temporary grassland","G1000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"114","BE","Leguminous plants green","G2000","0",NA,"1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"115","BE","Green maize","G3000","0.956801787776799","1.03087777736869","0.99460507005412","0.998346989938706","1.00131603635409","1.00512275135533",NA,"1.0004880493357","0.999883170334764","0.995406910648756","0.992969238285333","0.22144080028494","0.285343841805713","0.332128502180611","0.322432979724415","0.98815551342382","0.519186536745424","1",NA,"0.90768781146281","0.979429840789871","0.54262539309676"
"116","BE","Vegetables (excl. tomatoes)","V0000_S0000","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"117","BE","Tomatoes","V3120","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"118","BE","Fruits","F0000 (excl. nuts)","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"119","BE","Nuts","F0810","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"120","BE","Industrial roundwood, coniferous","c_126","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"121","BE","Industrial roundwood, non-coniferous","c_127","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"122","BE","Fuel wood","c_128","0","1","1","1","1","1",NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"123","BE","Rice","C2001","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"124","BE","Sugar beet","R2001","1.00038259997052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"125","BE","Leguminous plants green","G2001","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"126","BE","Rice","C2002","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"127","BE","Sugar beet","R2002","1.00038259997052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"128","BE","Leguminous plants green","G2002","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"129","BE","Rice","C2003","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"130","BE","Sugar beet","R2003","1.00038259997052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
