"","country","cropid","year","exp_area_heat waves","exp_area_cold waves","exp_area_droughts","exp_area_floods","exp_area_fire weather risk"
"78","AT","C1300",1995,0,0,0.594448077051434,0,0
"79","AT","C1300",1996,0,0.594448077051434,0.594448077051434,0,0
"80","AT","C1300",1997,0,0,0.594448077051434,0,0
"81","AT","C1300",1998,0,0,0.594448077051434,0,0
"82","AT","C1300",1999,0,0,0.594448077051434,1,0
"83","AT","C1300",2000,0,0,0.69428215846554,0,0
"84","AT","C1300",2001,0,0,0.594448077051434,0,0
"85","AT","C1300",2002,0,0,0.594448077051434,0,0
"86","AT","C1300",2003,0.405551922948566,0.30571784153446,0.69428215846554,0,0.900165918585894
"87","AT","C1300",2004,0,0,0.594448077051434,0,0
"88","AT","C1300",2005,0,0,0.594448077051434,1,0
"89","AT","C1300",2006,0,0,0.594448077051434,0.900165918585894,0
"90","AT","C1300",2007,0,0,0.594448077051434,0,0
"91","AT","C1300",2008,0,0,0.594448077051434,0,0
"92","AT","C1300",2009,0,0,0.594448077051434,0.594448077051434,0
"93","AT","C1300",2010,0,0,0.594448077051434,0,0
"94","AT","C1300",2011,0,0,0.594448077051434,0,0
"95","AT","C1300",2012,0.69428215846554,0.405551922948566,0.594448077051434,0,0
"96","AT","C1300",2013,0,0,0.594448077051434,0.30571784153446,0
"97","AT","C1300",2014,0,0,0.594448077051434,0,0
"98","AT","C1300",2015,1,0,0.594448077051434,0,0
"99","AT","C1300",2016,0,0,0.594448077051434,0,0
"100","AT","C1300",2017,0.69428215846554,0,0.69428215846554,0,0
"101","AT","C1300",2018,0,0,0.594448077051434,0,0
"102","AT","C1300",2019,0.69428215846554,0,0.594448077051434,0,0
"103","AT","C1410",1986,0,0,1.68122263767345,0,0
"104","AT","C1410",1987,0,0,1.68122263767345,0,0
"105","AT","C1410",1988,0,0,1.68122263767345,0,0
"106","AT","C1410",1989,0,0,1.68122263767345,0,0
"107","AT","C1410",1990,0,0,1.68122263767345,0,0
"108","AT","C1410",1991,0,0,1.68122263767345,0.918380800990926,0
"109","AT","C1410",1992,0,0,2.08161919900907,0,1.68122263767345
"110","AT","C1410",1993,0,1.68122263767345,1.68122263767345,0,0
"111","AT","C1410",1994,0,0,1.68122263767345,0,0
"112","AT","C1410",1995,0,0,1.68122263767345,0,0
"113","AT","C1410",1996,0,1.68122263767345,1.68122263767345,0,0
"114","AT","C1410",1997,0,0,1.68122263767345,0,0
"115","AT","C1410",1998,0,0,1.68122263767345,0,0
"116","AT","C1410",1999,0,0,1.68122263767345,3,0
"117","AT","C1410",2000,0,0,2.08161919900907,0,0
"118","AT","C1410",2001,0,0,1.68122263767345,0,0
"119","AT","C1410",2002,0,0,1.68122263767345,0,0
"120","AT","C1410",2003,1.31877736232655,0.918380800990926,2.08161919900907,0,2.59960343866438
"121","AT","C1410",2004,0,0,1.68122263767345,0,0
"122","AT","C1410",2005,0,0,1.68122263767345,3,0
"123","AT","C1410",2006,0,0,1.68122263767345,2.59960343866438,0
"124","AT","C1410",2007,0,0,1.68122263767345,0,0
"125","AT","C1410",2008,0,0,1.68122263767345,0,0
"126","AT","C1410",2009,0,0,1.68122263767345,1.68122263767345,0
"127","AT","C1410",2010,0,0,1.68122263767345,0,0
"128","AT","C1410",2011,0,0,1.68122263767345,0,0
"129","AT","C1410",2012,2.08161919900907,1.31877736232655,1.68122263767345,0,0
"130","AT","C1410",2013,0,0,1.68122263767345,0.918380800990926,0
"131","AT","C1410",2014,0,0,1.68122263767345,0,0
"132","AT","C1410",2015,3,0,1.68122263767345,0,0
"133","AT","C1410",2016,0,0,1.68122263767345,0,0
"134","AT","C1410",2017,2.08161919900907,0,2.08161919900907,0,0
"135","AT","C1410",2018,0,0,1.68122263767345,0,0
"136","AT","C1410",2019,2.08161919900907,0,1.68122263767345,0,0
"137","AT","C1500",1986,0,0,0.401825676564732,0,0
"138","AT","C1500",1987,0,0,0.401825676564732,0,0
"139","AT","C1500",1988,0,0,0.401825676564732,0,0
"140","AT","C1500",1989,0,0,0.401825676564732,0,0
"141","AT","C1500",1990,0,0,0.401825676564732,0,0
"142","AT","C1500",1991,0,0,0.401825676564732,0.24358460851454,0
"143","AT","C1500",1992,0,0,0.75641539148546,0,0.401825676564732
"144","AT","C1500",1993,0,0.401825676564732,0.401825676564732,0,0
"145","AT","C1500",1994,0,0,0.401825676564732,0,0
"146","AT","C1500",1995,0,0,0.401825676564732,0,0
"147","AT","C1500",1996,0,0.401825676564732,0.401825676564732,0,0
"148","AT","C1500",1997,0,0,0.401825676564732,0,0
"149","AT","C1500",1998,0,0,0.401825676564732,0,0
"150","AT","C1500",1999,0,0,0.401825676564732,1,0
"151","AT","C1500",2000,0,0,0.75641539148546,0,0
"152","AT","C1500",2001,0,0,0.401825676564732,0,0
"153","AT","C1500",2002,0,0,0.401825676564732,0,0
"154","AT","C1500",2003,0.598174323435268,0.24358460851454,0.75641539148546,0,0.645410285079272
"155","AT","C1500",2004,0,0,0.401825676564732,0,0
"156","AT","C1500",2005,0,0,0.401825676564732,1,0
"157","AT","C1500",2006,0,0,0.401825676564732,0.645410285079272,0
"158","AT","C1500",2007,0,0,0.401825676564732,0,0
"159","AT","C1500",2008,0,0,0.401825676564732,0,0
"160","AT","C1500",2009,0,0,0.401825676564732,0.401825676564732,0
"161","AT","C1500",2010,0,0,0.401825676564732,0,0
"162","AT","C1500",2011,0,0,0.401825676564732,0,0
"163","AT","C1500",2012,0.75641539148546,0.598174323435268,0.401825676564732,0,0
"164","AT","C1500",2013,0,0,0.401825676564732,0.24358460851454,0
"165","AT","C1500",2014,0,0,0.401825676564732,0,0
"166","AT","C1500",2015,1,0,0.401825676564732,0,0
"167","AT","C1500",2016,0,0,0.401825676564732,0,0
"168","AT","C1500",2017,0.75641539148546,0,0.75641539148546,0,0
"169","AT","C1500",2018,0,0,0.401825676564732,0,0
"170","AT","C1500",2019,0.75641539148546,0,0.401825676564732,0,0
"171","AT","C1700",1986,0,0,0.581803286588598,0,0
"172","AT","C1700",1987,0,0,0.581803286588598,0,0
"173","AT","C1700",1988,0,0,0.581803286588598,0,0
"174","AT","C1700",1989,0,0,0.581803286588598,0,0
"175","AT","C1700",1990,0,0,0.581803286588598,0,0
"176","AT","C1700",1991,0,0,0.581803286588598,0.03570912245193,0
"177","AT","C1700",1992,0,0,0.96429087754807,0,0.581803286588598
"178","AT","C1700",1993,0,0.581803286588598,0.581803286588598,0,0
"179","AT","C1700",1994,0,0,0.581803286588598,0,0
"180","AT","C1700",1995,0,0,0.581803286588598,0,0
"181","AT","C1700",1996,0,0.581803286588598,0.581803286588598,0,0
"182","AT","C1700",1997,0,0,0.581803286588598,0,0
"183","AT","C1700",1998,0,0,0.581803286588598,0,0
"184","AT","C1700",1999,0,0,0.581803286588598,1,0
"185","AT","C1700",2000,0,0,0.96429087754807,0,0
"186","AT","C1700",2001,0,0,0.581803286588598,0,0
"187","AT","C1700",2002,0,0,0.581803286588598,0,0
"188","AT","C1700",2003,0.418196713411402,0.03570912245193,0.96429087754807,0,0.617512409040528
"189","AT","C1700",2004,0,0,0.581803286588598,0,0
"190","AT","C1700",2005,0,0,0.581803286588598,1,0
"191","AT","C1700",2006,0,0,0.581803286588598,0.617512409040528,0
"192","AT","C1700",2007,0,0,0.581803286588598,0,0
"193","AT","C1700",2008,0,0,0.581803286588598,0,0
"194","AT","C1700",2009,0,0,0.581803286588598,0.581803286588598,0
"195","AT","C1700",2010,0,0,0.581803286588598,0,0
"196","AT","C1700",2011,0,0,0.581803286588598,0,0
"197","AT","C1700",2012,0.96429087754807,0.418196713411402,0.581803286588598,0,0
"198","AT","C1700",2013,0,0,0.581803286588598,0.03570912245193,0
"199","AT","C1700",2014,0,0,0.581803286588598,0,0
"200","AT","C1700",2015,1,0,0.581803286588598,0,0
"201","AT","C1700",2016,0,0,0.581803286588598,0,0
"202","AT","C1700",2017,0.96429087754807,0,0.96429087754807,0,0
"203","AT","C1700",2018,0,0,0.581803286588598,0,0
"204","AT","C1700",2019,0.96429087754807,0,0.581803286588598,0,0
"205","AT","P000",1986,0,0,0.702926102286358,0,0
"206","AT","P000",1987,0,0,0.702926102286358,0,0
"207","AT","P000",1988,0,0,0.702926102286358,0,0
"208","AT","P000",1989,0,0,0.702926102286358,0,0
"209","AT","P000",1990,0,0,0.702926102286358,0,0
"210","AT","P000",1991,0,0,0.702926102286358,0.222841772381956,0
"211","AT","P000",1992,0,0,0.777158227618044,0,0.702926102286358
"212","AT","P000",1993,0,0.702926102286358,0.702926102286358,0,0
"213","AT","P000",1994,0,0,0.702926102286358,0,0
"214","AT","P000",1995,0,0,0.702926102286358,0,0
"215","AT","P000",1996,0,0.702926102286358,0.702926102286358,0,0
"216","AT","P000",1997,0,0,0.702926102286358,0,0
"217","AT","P000",1998,0,0,0.702926102286358,0,0
"218","AT","P000",1999,0,0,0.702926102286358,0.999999999999999,0
"219","AT","P000",2000,0,0,0.777158227618044,0,0
"220","AT","P000",2001,0,0,0.702926102286358,0,0
"221","AT","P000",2002,0,0,0.702926102286358,0,0
"222","AT","P000",2003,0.297073897713641,0.222841772381956,0.777158227618044,0,0.925767874668314
"223","AT","P000",2004,0,0,0.702926102286358,0,0
"224","AT","P000",2005,0,0,0.702926102286358,0.999999999999999,0
"225","AT","P000",2006,0,0,0.702926102286358,0.925767874668314,0
"226","AT","P000",2007,0,0,0.702926102286358,0,0
"227","AT","P000",2008,0,0,0.702926102286358,0,0
"228","AT","P000",2009,0,0,0.702926102286358,0.702926102286358,0
"229","AT","P000",2010,0,0,0.702926102286358,0,0
"230","AT","P000",2011,0,0,0.702926102286358,0,0
"231","AT","P000",2012,0.777158227618044,0.297073897713641,0.702926102286358,0,0
"232","AT","P000",2013,0,0,0.702926102286358,0.222841772381956,0
"233","AT","P000",2014,0,0,0.702926102286358,0,0
"234","AT","P000",2015,0.999999999999999,0,0.702926102286358,0,0
"235","AT","P000",2016,0,0,0.702926102286358,0,0
"236","AT","P000",2017,0.777158227618044,0,0.777158227618044,0,0
"237","AT","P000",2018,0,0,0.702926102286358,0,0
"238","AT","P000",2019,0.777158227618044,0,0.702926102286358,0,0
"239","AT","R0000",1986,0,0,0.860805801419265,0,0
"240","AT","R0000",1987,0,0,0.860805801419265,0,0
"241","AT","R0000",1988,0,0,0.860805801419265,0,0
"242","AT","R0000",1989,0,0,0.860805801419265,0,0
"243","AT","R0000",1990,0,0,0.860805801419265,0,0
"244","AT","R0000",1991,0,0,0.860805801419265,0.12813915319039,0
"245","AT","R0000",1992,0,0,0.871860846809611,0,0.860805801419265
"246","AT","R0000",1993,0,0.860805801419265,0.860805801419265,0,0
"247","AT","R0000",1994,0,0,0.860805801419265,0,0
"248","AT","R0000",1995,0,0,0.860805801419265,0,0
"249","AT","R0000",1996,0,0.860805801419265,0.860805801419265,0,0
"250","AT","R0000",1997,0,0,0.860805801419265,0,0
"251","AT","R0000",1998,0,0,0.860805801419265,0,0
"252","AT","R0000",1999,0,0,0.860805801419265,1,0
"253","AT","R0000",2000,0,0,0.871860846809611,0,0
"254","AT","R0000",2001,0,0,0.860805801419265,0,0
"255","AT","R0000",2002,0,0,0.860805801419265,0,0
"256","AT","R0000",2003,0.139194198580735,0.12813915319039,0.871860846809611,0,0.988944954609655
"257","AT","R0000",2004,0,0,0.860805801419265,0,0
"258","AT","R0000",2005,0,0,0.860805801419265,1,0
"259","AT","R0000",2006,0,0,0.860805801419265,0.988944954609655,0
"260","AT","R0000",2007,0,0,0.860805801419265,0,0
"261","AT","R0000",2008,0,0,0.860805801419265,0,0
"262","AT","R0000",2009,0,0,0.860805801419265,0.860805801419265,0
"263","AT","R0000",2010,0,0,0.860805801419265,0,0
"264","AT","R0000",2011,0,0,0.860805801419265,0,0
"265","AT","R0000",2012,0.871860846809611,0.139194198580735,0.860805801419265,0,0
"266","AT","R0000",2013,0,0,0.860805801419265,0.12813915319039,0
"267","AT","R0000",2014,0,0,0.860805801419265,0,0
"268","AT","R0000",2015,1,0,0.860805801419265,0,0
"269","AT","R0000",2016,0,0,0.860805801419265,0,0
"270","AT","R0000",2017,0.871860846809611,0,0.871860846809611,0,0
"271","AT","R0000",2018,0,0,0.860805801419265,0,0
"272","AT","R0000",2019,0.871860846809611,0,0.860805801419265,0,0
"273","AT","R1000",1986,0,0,0.866693051821826,0,0
"274","AT","R1000",1987,0,0,0.866693051821826,0,0
"275","AT","R1000",1988,0,0,0.866693051821826,0,0
"276","AT","R1000",1989,0,0,0.866693051821826,0,0
"277","AT","R1000",1990,0,0,0.866693051821826,0,0
"278","AT","R1000",1991,0,0,0.866693051821826,0.0929055128066828,0
"279","AT","R1000",1992,0,0,0.907094487193317,0,0.866693051821826
"280","AT","R1000",1993,0,0.866693051821826,0.866693051821826,0,0
"281","AT","R1000",1994,0,0,0.866693051821826,0,0
"282","AT","R1000",1995,0,0,0.866693051821826,0,0
"283","AT","R1000",1996,0,0.866693051821826,0.866693051821826,0,0
"284","AT","R1000",1997,0,0,0.866693051821826,0,0
"285","AT","R1000",1998,0,0,0.866693051821826,0,0
"286","AT","R1000",1999,0,0,0.866693051821826,1,0
"287","AT","R1000",2000,0,0,0.907094487193317,0,0
"288","AT","R1000",2001,0,0,0.866693051821826,0,0
"289","AT","R1000",2002,0,0,0.866693051821826,0,0
"290","AT","R1000",2003,0.133306948178174,0.0929055128066828,0.907094487193317,0,0.959598564628509
"291","AT","R1000",2004,0,0,0.866693051821826,0,0
"292","AT","R1000",2005,0,0,0.866693051821826,1,0
"293","AT","R1000",2006,0,0,0.866693051821826,0.959598564628509,0
"294","AT","R1000",2007,0,0,0.866693051821826,0,0
"295","AT","R1000",2008,0,0,0.866693051821826,0,0
"296","AT","R1000",2009,0,0,0.866693051821826,0.866693051821826,0
"297","AT","R1000",2010,0,0,0.866693051821826,0,0
"298","AT","R1000",2011,0,0,0.866693051821826,0,0
"299","AT","R1000",2012,0.907094487193317,0.133306948178174,0.866693051821826,0,0
"300","AT","R1000",2013,0,0,0.866693051821826,0.0929055128066828,0
"301","AT","R1000",2014,0,0,0.866693051821826,0,0
"302","AT","R1000",2015,1,0,0.866693051821826,0,0
"303","AT","R1000",2016,0,0,0.866693051821826,0,0
"304","AT","R1000",2017,0.907094487193317,0,0.907094487193317,0,0
"305","AT","R1000",2018,0,0,0.866693051821826,0,0
"306","AT","R1000",2019,0.907094487193317,0,0.866693051821826,0,0
"307","AT","R2000",1986,0,0,0.846740523095533,0,0
"308","AT","R2000",1987,0,0,0.846740523095533,0,0
"309","AT","R2000",1988,0,0,0.846740523095533,0,0
"310","AT","R2000",1989,0,0,0.846740523095533,0,0
"311","AT","R2000",1990,0,0,0.846740523095533,0,0
"312","AT","R2000",1991,0,0,0.846740523095533,0.147457721888064,0
"313","AT","R2000",1992,0,0,0.852542278111936,0,0.846740523095533
"314","AT","R2000",1993,0,0.846740523095533,0.846740523095533,0,0
"315","AT","R2000",1994,0,0,0.846740523095533,0,0
"316","AT","R2000",1995,0,0,0.846740523095533,0,0
"317","AT","R2000",1996,0,0.846740523095533,0.846740523095533,0,0
"318","AT","R2000",1997,0,0,0.846740523095533,0,0
"319","AT","R2000",1998,0,0,0.846740523095533,0,0
"320","AT","R2000",1999,0,0,0.846740523095533,1,0
"321","AT","R2000",2000,0,0,0.852542278111936,0,0
"322","AT","R2000",2001,0,0,0.846740523095533,0,0
"323","AT","R2000",2002,0,0,0.846740523095533,0,0
"324","AT","R2000",2003,0.153259476904467,0.147457721888064,0.852542278111936,0,0.994198244983597
"325","AT","R2000",2004,0,0,0.846740523095533,0,0
"326","AT","R2000",2005,0,0,0.846740523095533,1,0
"327","AT","R2000",2006,0,0,0.846740523095533,0.994198244983597,0
"328","AT","R2000",2007,0,0,0.846740523095533,0,0
"329","AT","R2000",2008,0,0,0.846740523095533,0,0
"330","AT","R2000",2009,0,0,0.846740523095533,0.846740523095533,0
"331","AT","R2000",2010,0,0,0.846740523095533,0,0
"332","AT","R2000",2011,0,0,0.846740523095533,0,0
"333","AT","R2000",2012,0.852542278111936,0.153259476904467,0.846740523095533,0,0
"334","AT","R2000",2013,0,0,0.846740523095533,0.147457721888064,0
"335","AT","R2000",2014,0,0,0.846740523095533,0,0
"336","AT","R2000",2015,1,0,0.846740523095533,0,0
"337","AT","R2000",2016,0,0,0.846740523095533,0,0
"338","AT","R2000",2017,0.852542278111936,0,0.852542278111936,0,0
"339","AT","R2000",2018,0,0,0.846740523095533,0,0
"340","AT","R2000",2019,0.852542278111936,0,0.846740523095533,0,0
"341","AT","R9000",1986,0,0,0.469427622582536,0,0
"342","AT","R9000",1987,0,0,0.469427622582536,0,0
"343","AT","R9000",1988,0,0,0.469427622582536,0,0
"344","AT","R9000",1989,0,0,0.469427622582536,0,0
"345","AT","R9000",1990,0,0,0.469427622582536,0,0
"346","AT","R9000",1991,0,0,0.469427622582536,0.43465520609494,0
"347","AT","R9000",1992,0,0,0.56534479390506,0,0.469427622582536
"348","AT","R9000",1993,0,0.469427622582536,0.469427622582536,0,0
"349","AT","R9000",1994,0,0,0.469427622582536,0,0
"350","AT","R9000",1995,0,0,0.469427622582536,0,0
"351","AT","R9000",1996,0,0.469427622582536,0.469427622582536,0,0
"352","AT","R9000",1997,0,0,0.469427622582536,0,0
"353","AT","R9000",1998,0,0,0.469427622582536,0,0
"354","AT","R9000",1999,0,0,0.469427622582536,1,0
"355","AT","R9000",2000,0,0,0.56534479390506,0,0
"356","AT","R9000",2001,0,0,0.469427622582536,0,0
"357","AT","R9000",2002,0,0,0.469427622582536,0,0
"358","AT","R9000",2003,0.530572377417464,0.43465520609494,0.56534479390506,0,0.904082828677476
"359","AT","R9000",2004,0,0,0.469427622582536,0,0
"360","AT","R9000",2005,0,0,0.469427622582536,1,0
"361","AT","R9000",2006,0,0,0.469427622582536,0.904082828677476,0
"362","AT","R9000",2007,0,0,0.469427622582536,0,0
"363","AT","R9000",2008,0,0,0.469427622582536,0,0
"364","AT","R9000",2009,0,0,0.469427622582536,0.469427622582536,0
"365","AT","R9000",2010,0,0,0.469427622582536,0,0
"366","AT","R9000",2011,0,0,0.469427622582536,0,0
"367","AT","R9000",2012,0.56534479390506,0.530572377417464,0.469427622582536,0,0
"368","AT","R9000",2013,0,0,0.469427622582536,0.43465520609494,0
"369","AT","R9000",2014,0,0,0.469427622582536,0,0
"370","AT","R9000",2015,1,0,0.469427622582536,0,0
"371","AT","R9000",2016,0,0,0.469427622582536,0,0
"372","AT","R9000",2017,0.56534479390506,0,0.56534479390506,0,0
"373","AT","R9000",2018,0,0,0.469427622582536,0,0
"374","AT","R9000",2019,0.56534479390506,0,0.469427622582536,0,0
"375","AT","I0000",1986,0,0,0.68403742918373,0,0
"376","AT","I0000",1987,0,0,0.68403742918373,0,0
"377","AT","I0000",1988,0,0,0.68403742918373,0,0
"378","AT","I0000",1989,0,0,0.68403742918373,0,0
"379","AT","I0000",1990,0,0,0.68403742918373,0,0
"380","AT","I0000",1991,0,0,0.68403742918373,0.243836066965138,0
"381","AT","I0000",1992,0,0,0.756163933034862,0,0.68403742918373
"382","AT","I0000",1993,0,0.68403742918373,0.68403742918373,0,0
"383","AT","I0000",1994,0,0,0.68403742918373,0,0
"384","AT","I0000",1995,0,0,0.68403742918373,0,0
"385","AT","I0000",1996,0,0.68403742918373,0.68403742918373,0,0
"386","AT","I0000",1997,0,0,0.68403742918373,0,0
"387","AT","I0000",1998,0,0,0.68403742918373,0,0
"388","AT","I0000",1999,0,0,0.68403742918373,1,0
"389","AT","I0000",2000,0,0,0.756163933034862,0,0
"390","AT","I0000",2001,0,0,0.68403742918373,0,0
"391","AT","I0000",2002,0,0,0.68403742918373,0,0
"392","AT","I0000",2003,0.31596257081627,0.243836066965138,0.756163933034862,0,0.927873496148868
"393","AT","I0000",2004,0,0,0.68403742918373,0,0
"394","AT","I0000",2005,0,0,0.68403742918373,1,0
"395","AT","I0000",2006,0,0,0.68403742918373,0.927873496148868,0
"396","AT","I0000",2007,0,0,0.68403742918373,0,0
"397","AT","I0000",2008,0,0,0.68403742918373,0,0
"398","AT","I0000",2009,0,0,0.68403742918373,0.68403742918373,0
"399","AT","I0000",2010,0,0,0.68403742918373,0,0
"400","AT","I0000",2011,0,0,0.68403742918373,0,0
"401","AT","I0000",2012,0.756163933034862,0.31596257081627,0.68403742918373,0,0
"402","AT","I0000",2013,0,0,0.68403742918373,0.243836066965138,0
"403","AT","I0000",2014,0,0,0.68403742918373,0,0
"404","AT","I0000",2015,1,0,0.68403742918373,0,0
"405","AT","I0000",2016,0,0,0.68403742918373,0,0
"406","AT","I0000",2017,0.756163933034862,0,0.756163933034862,0,0
"407","AT","I0000",2018,0,0,0.68403742918373,0,0
"408","AT","I0000",2019,0.756163933034862,0,0.68403742918373,0,0
"409","AT","I1120",1986,0,0,0.960785088377753,0,0
"410","AT","I1120",1987,0,0,0.960785088377753,0,0
"411","AT","I1120",1988,0,0,0.960785088377753,0,0
"412","AT","I1120",1989,0,0,0.960785088377753,0,0
"413","AT","I1120",1990,0,0,0.960785088377753,0,0
"414","AT","I1120",1991,0,0,0.960785088377753,0.0217289959623575,0
"415","AT","I1120",1992,0,0,0.978271004037643,0,0.960785088377753
"416","AT","I1120",1993,0,0.960785088377753,0.960785088377753,0,0
"417","AT","I1120",1994,0,0,0.960785088377753,0,0
"418","AT","I1120",1995,0,0,0.960785088377753,0,0
"419","AT","I1120",1996,0,0.960785088377753,0.960785088377753,0,0
"420","AT","I1120",1997,0,0,0.960785088377753,0,0
"421","AT","I1120",1998,0,0,0.960785088377753,0,0
"422","AT","I1120",1999,0,0,0.960785088377753,1,0
"423","AT","I1120",2000,0,0,0.978271004037643,0,0
"424","AT","I1120",2001,0,0,0.960785088377753,0,0
"425","AT","I1120",2002,0,0,0.960785088377753,0,0
"426","AT","I1120",2003,0.0392149116222473,0.0217289959623575,0.978271004037643,0,0.982514084340111
"427","AT","I1120",2004,0,0,0.960785088377753,0,0
"428","AT","I1120",2005,0,0,0.960785088377753,1,0
"429","AT","I1120",2006,0,0,0.960785088377753,0.982514084340111,0
"430","AT","I1120",2007,0,0,0.960785088377753,0,0
"431","AT","I1120",2008,0,0,0.960785088377753,0,0
"432","AT","I1120",2009,0,0,0.960785088377753,0.960785088377753,0
"433","AT","I1120",2010,0,0,0.960785088377753,0,0
"434","AT","I1120",2011,0,0,0.960785088377753,0,0
"435","AT","I1120",2012,0.978271004037643,0.0392149116222473,0.960785088377753,0,0
"436","AT","I1120",2013,0,0,0.960785088377753,0.0217289959623575,0
"437","AT","I1120",2014,0,0,0.960785088377753,0,0
"438","AT","I1120",2015,1,0,0.960785088377753,0,0
"439","AT","I1120",2016,0,0,0.960785088377753,0,0
"440","AT","I1120",2017,0.978271004037643,0,0.978271004037643,0,0
