"","country","crop_name","crop_id","uncertainty_indicator","odds_ratio_days_heatwave","odds_ratio_days_coldwave","odds_ratio_days_drought","odds_ratio_days_flood","odds_ratio_days_firerisk","odds_ratio_exp_area_heatwaves","odds_ratio_exp_area_coldwaves","odds_ratio_exp_area_droughts","odds_ratio_exp_area_floods","odds_ratio_exp_area_fireweatherrisk","max_likelihood_pseudo_R2","Wald_Test_p_val_days_heatwave","Wald_Test_p_val_days_coldwave","Wald_Test_p_val_days_drought","Wald_Test_p_val_days_flood","Wald_Test_p_val_days_firerisk","Wald_Test_p_val_exp_area_heatwaves","Wald_Test_p_val_exp_area_coldwaves","Wald_Test_p_val_exp_area_droughts","Wald_Test_p_val_exp_area_floods","Wald_Test_p_val_exp_area_fireweatherrisk"
"11","AT","Potatoes","R1000","1","0.995705684863109","0.997258559215492","0.997013194521772","1.11658425749923","1.02036088731607","1.08161828223219","0.877700227971696","1.14381505495055","0.81362737620624","0.873372619866339","0.394870481985283","0.605613099153943","0.518544133743626","0.456369279985982","0.226106073684138","0.0376805734437284","0.847138676794597","0.640773335958973","0.474725652770061","0.621936094070809","0.835964311832157"
"12","AT","Sugar beet","R2000","1",NA,"1.00343685893495","0.996094156327646","0.843796109082715","0.999999868625713",NA,"0.860196914118918","1.11824920578554","1.40404284036577","1.01462658039196","0.135799198452301","1",NA,"0.690408833413015","0.584034876146791","0.640793050587742","1","0.999989624774788",NA,"0.429016795976774","0.394377469418212"
"13","AT","Rape seed","I1110","1","1.00050774014121","1.00291223992015","0.995230801328126","0.970277190506468","1.01267573857912",NA,NA,NA,NA,NA,"0.15018133387295","0.90138293984185","0.45342450359318","0.225457724866305","0.453380371068825","0.0459108475059363","1","1","1","1","1"
"14","AT","Sunflower seed","I1120","0.948835839410868","1.01234856521501","1.00493137543232","0.996112993641743","0.861391819555191","1.02180727060937","0.578888295287543","0.590497069520625","1.43433604594665","2.86176626136175","0.189111023787463","0.400677409706935","0.111925017741012","0.233987648934706","0.32393531406739","0.0670596436333456","0.023168597157549","0.378618016572618","0.236037091107993","0.226386942754801","0.103004831681029","0.110517240764351"
"15","AT","Soy beans","I1130","0.63","1.00801859801945","0.999323787300863","1.00702507583456","1.15543287535704","1.0029714263746","0.980575934223883","1.1790396528052","1.15515339463084","0.783622113310907","0.832297209286341","0.474964343041455","0.559050379716986","0.892259552814377","0.0925687840859025","0.349133258712312","0.753316797439666","0.934420116566705","0.191156718955179","0.104893255318896","0.304349223655424","0.538681937809568"
"16","AT","Fibre flax","I2100","0","0.9960286405417","0.996236671267372","1.00255555903703","0.947685338028419","1.00231988803675",NA,NA,NA,NA,NA,"0.137447775453756","0.338199779295154","0.335929365062667","0.517363040105566","0.188901867827759","0.707514896529154","1","1","1","1","1"
"17","AT","Hemp","I2200","0.109","1.01262902575594","0.997122072660326","0.994772251593715","1.03069393405572","1.01669477244077","0.86130804604028","1.05492644030551","1.05425054747531","0.893951719332642","0.746127442535043","0.260093541455505","0.195934640763006","0.54400737505222","0.245060268741094","0.770036068494056","0.120268884597322","0.284879487089089","0.559537863464541","0.393702671422386","0.421828048350709","0.179773332674374"
"18","AT","Tobacco","I3000","0.348","1.01034235489559","0.997232070981861","0.990356020803908","1.0163178669316","1.0110811214271","0.00658432907736001","0.0117358532783477","46.7330605482055","0.00410683895905235","7.7040997150463","0.250722726978131","0.29719861188863","0.596866980883096","0.0553775060555155","0.888696115001139","0.269812311816973","0.430869085281887","0.554962684095085","0.409545700191649","0.54616155954843","0.921930952666362"
"19","AT","Hops","I4000","0.109","1.05884160268128","0.999526411017727","0.999583210692227","0.944140506805718","1.00171596714709","0.343376883963175","0.887951894174326","1.25396378451065","1.14459145880654","2.20706351672411","0.287877372075392","0.429889417569851","0.923987947872142","0.950515410565987","0.646935015143375","0.839979450473656","0.497012959336402","0.417336953142769","0.403861773570022","0.528442446150814","0.482894326666263"
"20","AT","Aromatic & medicinal plants","I5000","0","1.00283106205521","1.00091330904514","1.00835808356073","1.06604310725074","0.993782554628579",NA,NA,NA,NA,NA,"0.217661069562846","0.473618137198604","0.80551729203129","0.0317199704746639","0.102999132492784","0.292463720635745","1","1","1","1","1"
"21","AT","Green plants fodder","G0000","0.239","1.05434393569572","1.00035303965883","1.00492197607426","0.987884455798639","0.999585514567188","0.206918244253675","1.24383896766928","1.31066819382884","1.10593752971252","0.744012525800037","0.269632609736591","0.0205380607021136","0.95607664950261","0.326362208362474","0.954116362952712","0.969457124687885","0.0281985918427291","0.461244406986178","0.213877000589718","0.861171032067204","0.660935757043061"
"22","AT","Temporary grassland","G1000","0.239","1.0044961416872","0.995300500992583","0.996409282956668","1.14701835932567","0.994340203995594","0.322249642256686","3.79411924495527","1.7438032424863","0.134629736911029","80.0517962602569","0.116853258647118","0.793928297771201","0.51690776445538","0.526863839837105","0.584478289458954","0.629670110339713","0.643729923413591","0.434712020345415","0.634625699669909","0.571515154788249","0.332267430226751"
"23","AT","Leguminous plants green","G2000","0.239",NA,"2.82517841464409","0.995489740857817","4.71164505688827e-23","0.999998523068526",NA,"3.03493471689903e-17","1.37907808680844","2.34918564445741e+111","1.05665412539958","0.464577800724363","1",NA,"0.08903421578237","0.565626881660963","0.0890429778250505","1","0.999888860794937",NA,"0.0928840924546338","0.4720472516059"
"24","AT","Green maize","G3000","1","1.04186233215052","1.00258406526521","0.997436318429441","0.864148168498785","1.00101252663003","0.231184479879587","0.994867317546164","1.34778995025136","1.65562094240858","1.75093457116322","0.298275554582838","0.0750463910090699","0.683478191679453","0.600807372501985","0.488814797087908","0.922922316691267","0.0976251994155278","0.988553893530215","0.264905178505512","0.470639855586566","0.490171181992409"
"25","AT","Vegetables (excl. tomatoes)","V0000_S0000","0","0.999293734756201","1.00109079114996","0.995618689501119","0.950885209819651","1.01719370715154",NA,NA,NA,NA,NA,"0.293328993077888","0.850011287206271","0.757097636644178","0.222193779433085","0.174074332398859","0.00413147319666673","1","1","1","1","1"
"26","AT","Tomatoes","V3120","0","0.997672893374437","0.997366631967589","0.995524358543674","0.945935712498799","1.01320887770109",NA,NA,NA,NA,NA,"0.191138345722153","0.560863081141589","0.48567625654519","0.243312022815774","0.161241317302963","0.0337395438721883","1","1","1","1","1"
"27","AT","Fruits","F0000 (excl. nuts)","0","1.00028552128219","0.997222949914591","1.00386550612498","0.99238813040702","0.999141771762787",NA,NA,NA,NA,NA,"0.0622498027748598","0.94710142345078","0.494608293571512","0.349589374894183","0.856001123666929","0.893834696894753","1","1","1","1","1"
"28","AT","Nuts","F0810","0","0.998738031989701","0.997950718337081","1.00182632665463","1.00510219633903","0.994300351752447",NA,NA,NA,NA,NA,"0.0402632597726431","0.771877290615578","0.617900268547898","0.660282393791646","0.904888092217198","0.382476560520732","1","1","1","1","1"
"29","AT","Industrial roundwood, coniferous","c_126","0","1.00673068741585","0.995302810325261","0.999696806438272","0.980711481018417","0.994561945807825",NA,NA,NA,NA,NA,"0.134128239221982","0.111391046466443","0.232173286462203","0.938616533905438","0.630752457174155","0.380430487271323","1","1","1","1","1"
"30","AT","Industrial roundwood, non-coniferous","c_127","0.857142857142857","0.999137366668259","0.996131822342166","1.0014971886795","1.00607258427889","0.994719872473166",NA,NA,NA,NA,NA,"0.0568278573866622","0.841530030506219","0.344097133347913","0.716090985792139","0.885988608522215","0.414187305538658","1","1","1","1","1"
"31","AT","Fuel wood","c_128","0.857142857142857","0.997795512274278","1.00212045042282","0.997488623223798","0.962423639346276","1.00352945357304",NA,NA,NA,NA,NA,"0.0461526083503583","0.611737069179668","0.605438696248946","0.544000252151656","0.369865983078467","0.587908196434784","1","1","1","1","1"
"32","AT","Rice","C2001","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"33","AT","Sugar beet","R2001","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"34","AT","Leguminous plants green","G2001","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"35","AT","Rice","C2002","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"36","AT","Sugar beet","R2002","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"37","AT","Leguminous plants green","G2002","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"38","AT","Rice","C2003","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"39","AT","Sugar beet","R2003","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"40","AT","Leguminous plants green","G2003","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"41","AT","Rice","C2004","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"42","AT","Sugar beet","R2004","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"43","AT","Leguminous plants green","G2004","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"44","AT","Rice","C2005","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"45","AT","Sugar beet","R2005","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"46","AT","Leguminous plants green","G2005","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"47","AT","Rice","C2006","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"48","AT","Sugar beet","R2006","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"49","AT","Leguminous plants green","G2006","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"50","AT","Rice","C2007","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"51","AT","Sugar beet","R2007","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"52","AT","Leguminous plants green","G2007","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"53","AT","Rice","C2008","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"54","AT","Sugar beet","R2008","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"55","AT","Leguminous plants green","G2008","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"56","AT","Rice","C2009","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"57","AT","Sugar beet","R2009","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"58","AT","Leguminous plants green","G2009","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"59","AT","Rice","C2010","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"60","AT","Sugar beet","R2010","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"61","AT","Leguminous plants green","G2010","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"62","AT","Rice","C2011","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"63","AT","Sugar beet","R2011","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"64","AT","Leguminous plants green","G2011","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"65","AT","Rice","C2012","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"66","AT","Sugar beet","R2012","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"67","AT","Leguminous plants green","G2012","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"68","AT","Rice","C2013","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"69","AT","Sugar beet","R2013","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"70","AT","Leguminous plants green","G2013","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"71","AT","Rice","C2014","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"72","AT","Sugar beet","R2014","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"73","AT","Leguminous plants green","G2014","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"74","AT","Rice","C2015","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"75","AT","Sugar beet","R2015","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"76","AT","Leguminous plants green","G2015","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"77","AT","Rice","C2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"78","AT","Sugar beet","R2016","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"79","AT","Leguminous plants green","G2016","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"80","AT","Rice","C2017","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"81","AT","Sugar beet","R2017","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"82","AT","Leguminous plants green","G2017","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"83","AT","Rice","C2018","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"84","AT","Sugar beet","R2018","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"85","AT","Leguminous plants green","G2018","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"86","AT","Rice","C2019","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"87","AT","Sugar beet","R2019","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"88","AT","Leguminous plants green","G2019","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"89","AT","Rice","C2020","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"90","AT","Sugar beet","R2020","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"91","AT","Leguminous plants green","G2020","0.239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","1","1","1","1","1","1","1","1","1","1"
"92","BE","Wheat & spelt","C1100","0.544807632731805","0.984275616123805","0.996480789038081","0.999365622775096","0.950848547710291","1.00028894699363",NA,"0.858283792799165","1.16439006280906","1.17697062146102","1.25551643600284","0.111070562010262","0.557329842858767","0.508873399314619","0.661878034998021","0.606638135540148","0.946884698256871","1",NA,"0.686777285386073","0.695362418347585","0.831850158303631"
"93","BE","Rye","C1200","0.194590591924134","1.04599686081465","0.997891341077318","0.99987967159618","1.02375372702365","1.00078682237004",NA,"0.00245270081347461","532940.54631278","0.0015373407486231","3417.27240104643","0.20203049917544","0.08572145578525","0.67625833367441","0.934471466011543","0.83418947509551","0.894551905575548","1",NA,"0.680315889358909","0.390134952767846","0.857095726500348"
"94","BE","Barley","C1300","1.00148582591231","1.04324684113974","0.997002865343495","0.998994195367565","0.964904714854299","1.0033987962201",NA,"0.807120742431916","1.7613444028526","1.14962661964626","0.819022069320361","0.193686963708905","0.106408687221614","0.553887606922889","0.46291241267827","0.673586137655992","0.373934497909737","1",NA,"0.754173273902092","0.422163666905074","0.910794149040116"
"95","BE","Oats","C1400","0.222828777474227","1.04363996885732","0.996351517123908","1.00013467859444","0.974390053472703","1.00235963124081",NA,NA,NA,NA,NA,"0.170341400750964","0.0868272745061149","0.391908692222806","0.880758229357166","0.456865460769573","0.197025841386832","1","1","1","1","1"
"96","BE","Maize","C1500","0.21700089651943","0.983284840012209","0.996351345229385","1.00045775644808","0.893956271115247","0.992080700319158",NA,"0.840459719890677","1.39599320698873","1.86701573863497","5.3275280524009","0.261018752910505","0.49436800762182","0.442874679207837","0.719785603721093","0.0592048607172076","0.0685273159980224","1",NA,"0.620201723880818","0.361782891960309","0.181872387254534"
"97","BE","Sorghum","C1700","0","0.987264714796465","1.00794594621386","0.999918616612328","0.9682747946771","1.00084636125044",NA,NA,NA,NA,NA,"0.124271502675596","0.609877239792512","0.0763802894625365","0.929678523664631","0.369067492357508","0.648628428567187","1","1","1","1","1"
"98","BE","Rice","C2000","0",NA,"0.997073348838749","0.995274650458597","0.873414995735071","1.00398350344608",NA,NA,NA,NA,NA,"0.0807676669609309","1",NA,"0.591147847316505","0.526170559040608","0.615980733527121","1","1","1","1","1"
"99","BE","Cereals nec","C1900","0.0702933552166938","1.04898644550746","0.99855765578632","1.00046003930395","1.07044729218696","1.00222296005564",NA,NA,NA,NA,NA,"0.236382603504596","0.0473314943086732","0.723333324553507","0.594051533597139","0.0472721696797002","0.204994016869673","1","1","1","1","1"
"100","BE","Dry pulses","P0000","0.517111295719055","0.983636679803945","0.997259567536824","0.999294593257014","0.963409338726005","1.00168698999193",NA,NA,NA,NA,NA,"0.0980465711941474","0.517997759386676","0.536508397027718","0.452752814256045","0.306992815747659","0.373104779833721","1","1","1","1","1"
"101","BE","Roots & tubers","R0000","0.0871620958766615","0.987930264589075","0.99725407001677","1.00277167774834","1.01142057948561","0.991892712689533",NA,"1.03121325753595","0.873188710472712","0.969423298717643","1.40189564844841","0.190738707120271","0.637181856994733","0.589367230532111","0.0597794494252373","0.917358841888712","0.121393336957684","1",NA,"0.710572651406819","0.119299742042843","0.875880743747014"
"102","BE","Potatoes","R1000","0.99925411991137","1.04405173646652","0.997555836771243","0.999431841104813","0.897062408473928","1.00166617855337",NA,"0.960405236745478","1.02931866798486","1.15238806724601","1.05139404776978","0.250342290644319","0.0890834862231427","0.61706043332579","0.699104353100085","0.264458833721597","0.810461098355654","1",NA,"0.553615894618489","0.695410990583418","0.350513714401375"
"103","BE","Sugar beet","R2000","1.00038259997052",NA,"0.998278770755577","0.997912153617816","0.964160002816399","0.996209096702117",NA,"0.974392095046359",NA,NA,"1.00025307368637","0.0560912066418668","1",NA,"0.682692513435692","0.694629410788603","0.85250991444581","1","0.695246365090793","1","1",NA
"104","BE","Rape seed","I1110","1.01317814320285","0.990161332030533","0.997946128462252","1.00036875912452","1.06570264664523","1.00196553890532",NA,NA,NA,NA,NA,"0.145333754302644","0.690085319568887","0.633876054760308","0.686060466007733","0.0777619645681379","0.287679408064114","1","1","1","1","1"
"105","BE","Sunflower seed","I1120","0","0.985842756761337","0.998829728478625","0.999442957232505","1.02553111099402","1.00027097603408",NA,NA,NA,NA,NA,"0.0281143190391646","0.590095774729865","0.798969385597196","0.567219652638523","0.503791395228122","0.889672338893442","1","1","1","1","1"
"106","BE","Soy beans","I1130","0","0.983426291867541","0.997335095287904","1.00095928015034","0.965536109132107","0.99766930132563",NA,NA,NA,NA,NA,"0.0871925433349473","0.51512181868885","0.550126437463353","0.312178936696567","0.338913837092022","0.222727934363606","1","1","1","1","1"
"107","BE","Fibre flax","I2100","0.21755437274217","0.987883841617011","0.997485627148594","1.00095945087639","1.05813093503952","1.00729445948205",NA,"1.04639280776406","1.05593672956941","0.922343450705411","0.86678666439218","0.405753826243142","0.58085943267958","0.564336245812074","0.438796631195892","0.554090331496368","0.122953132668884","1",NA,"0.149724366931794","0.0965126569902512","0.288508263175409"
"108","BE","Hemp","I2200","0","0.981717821505463","1.00038860607178","0.999464558080395","0.955092065158224","0.998242125644094",NA,NA,NA,NA,NA,"0.0983374951534479","0.469988240263792","0.930058614400387","0.568014216874306","0.20970373414162","0.352703566789955","1","1","1","1","1"
"109","BE","Tobacco","I3000","0.673743243243243","0.982619987336173","0.997696673499474","0.998110879794214","0.98169474327236","1.00394451888076",NA,"1.85181398276822","4.09847419989848","0.389670867540963","0.0296390498288202","0.14375051025338","0.508918779643874","0.653156094032036","0.184262494556823","0.777070692819107","0.442713334514355","1",NA,"0.641495216189573","0.306000792445485","0.607790329167625"
"110","BE","Hops","I4000","0.043","1.04444244253816","0.997268114734551","0.999920836329892","0.925066840322139","1.00112694937774",NA,"0.964681731690506","1.16965770014895","1.16206577712471","1.04766969643904","0.23476629208095","0.0896968955483655","0.568605367727751","0.949580716425019","0.155752123796291","0.751611589506291","1",NA,"0.774658995560229","0.243498958642997","0.325089849442773"
"111","BE","Aromatic & medicinal plants","I5000","0","1.04831289723199","0.997283707522168","1.00138344204158","1.00779483613187","1.00307921607913",NA,NA,NA,NA,NA,"0.271798011227688","0.0452270361881446","0.495609005948907","0.10689669552082","0.811443653458608","0.0756933400836321","1","1","1","1","1"
"112","BE","Green plants fodder","G0000","0","0.986890477594929","0.999644647622664","0.999698558814789","1.0023763660949","1.00195753745329",NA,NA,NA,NA,NA,"0.0390749668366117","0.615986940579845","0.938006282370887","0.755137671305551","0.949361210879355","0.317493596159972","1","1","1","1","1"
"113","BE","Temporary grassland","G1000","0","1.05023649161701","1.00482661538054","1.00075304411275","1.0422380331054","1.00225843405027",NA,NA,NA,NA,NA,"0.20678204908605","0.0461745864570122","0.250799794218236","0.393634303191764","0.228108454017426","0.206411309172891","1","1","1","1","1"
"114","BE","Leguminous plants green","G2000","0",NA,"1.0028009461744","0.996908903583473","0.865008293672952","0.994402231169566",NA,NA,NA,NA,NA,"0.0845701517468685","1",NA,"0.556577268008549","0.633323233320854","0.538163916471809","1","1","1","1","1"
